"","tweets","class"
"1824","keep the mics on pitcher always","regular"
"1825","be allergic to peanut for over a decade but still crave pb amp j all the time","regular"
"1826","future mvp lamelo ball","regular"
"1827","i love draw feets 👹👹👹 must draw more foot 👹✨","regular"
"1828","remind myself that thing take time amp im not stagnant ive be do the best that i can with what i have and thats all that matter small step","regular"
"1829","i try to use gimp but i hate it and it doesnt work with my icloud drive im thinking of just cave amp purchase the photoshop cc sub 😩 i think i can get away with just buy a photoshop subscription i dont mind inkscape amp shotcut","regular"
"1830","if youre able to donate then use if you arent able to donate then id appreciate it if this post gain some traction every little bit count if youd like a draw for your donation im more than willing to do so 4 4","regular"
"1831","2000s song be so infectiously rhythmic and boppy i love it","regular"
"1832","a a poly dude this boyfriends comic be really fuck adorable i dont trust no bitch who say it fetishy or not good representation i love them id die 4 them","regular"
"1833","the bad thing about coffee be that it look so nice and then you drink it and it just isnt","regular"
"1834","you ever sneeze and be like i be absolutely sneeze for my life right now","regular"
"1835","sometimes you just have to send death threat to your animal crossing villager","regular"
"1836","just sing all the small thing at a karaoke bar in barcelona","regular"
"1837","even though my mom have to work a 12 hr shift today im thankful shes happy with what she do and that she be do what she need to do in order to care for her child she be the strong and most important woman in my life without her i be nothing","regular"
"1838","no offense but i actually really enjoy see what music everyone be jam to via social medium keep do that cause music be cool","regular"
"1839","i be in no way prepare for the emotional wringing of my soul that #talesfromtheloop would put me through and the score stun if you want something beautiful intelligent and unique to watch give it a go it on amazon prime im off for a lie down and a cry","regular"
"1840","friday night dinner will never be the same so sad #paulritter","regular"
"1841","if they be go after the misspell definately a proof of h then im afraid half of facebook be suspect #lineofduty #lineofdutyfinale","regular"
"1842","best day of my life we get a new expensive vaccuum woooooooo","regular"
"1843","anyone else kinda like how it feel after you floss and ur gum be inflammed","regular"
"1844","i be slightly allergic to celery but i buy a 2 5 pound bag so i gotta eat it taste good tho","regular"
"1845","im already stress about whose pov to watch for mcc hahah","regular"
"1846","quackity stream be make me so genuinely happy rn","regular"
"1847","need a new pfp pls send suggestion","regular"
"1848","find out my internship keep coke product stock in every kitchen on every floor nearly make me cry","regular"
"1849","i cant tell if my professor keep skip delay introduction because grad school be so serious and important that you have to immediately dive into material or if because class at au havent be in person in two year all the prof be majorly disorient","regular"
"1850","i just finally get around to start the most recent season of archer and i be seriously bum out for be only one episode in to my favorite animated tv comedy","regular"
"1851","i think you be wonderful i adore you 🍞🤼🎢😎","regular"
"1852","happy birthday","regular"
"1853","i think youre so cool","regular"
"1854","today have make 4 year since the end and im honestly about to cry","regular"
"1855","hey any chance we could see a civic in rocket league 😉","regular"
"1856","me take my time and turning in my assignment last minute so my awful professor have no chance of get ahead on grade","regular"
"1857","where do twitter go shop go to the supermarket earlier and shelve full a usual only item i couldnt get hold of be british large jar of colmans mustard much good value than the small one","regular"
"1858","very move by the account come from afghanistan right now we can debate the merit pitfall of western intervention endlessly but relinquish control to the taliban be unquestionably the bad thing for the country now","regular"
"1859","pier morgan get grief for his comment on silver and bronze medal but ask the average person to name 10 british olympian and theyll rattle off 10 gold medalist","regular"
"1860","it that time again please recommend some good period drama and comedy","regular"
"1861","it be a bit since ive have a musical obsession on this level but have anyone see heard six","regular"
"1862","there may never be a good celebrity cameo in our time than that one scene in space jam 2","regular"
"1863","ok wow unfollowing now think he be the cool new kid from hollywood but apparently hes a virgin who light the black flame candle","regular"
"1864","who up who on norco","regular"
"1865","too many word not enough picture","regular"
"1866","agree with all that he say with the previso that civilian and arm leave before the last of the troop leave that be bidens huge error","regular"
"1867","this be all bidens failure politician like to pass the buck","regular"
"1868","you can call it whatever but it be stupid and not an inserection if it be there would have be arm and the building would have be take over and btw it have be prove non republican militia be in there also involved and present","regular"
"1869","back in the office everybody ask me happy to be back i chuckle and reply no id much rather be surround by tourist than idiot","regular"
"1870","how do you figure out the guy in the office who doesnt have a smartphone hes the one walking into the bathroom with a book under his arm","regular"
"1871","know one coworker recently have a baby but didnt send u picture so far people be curious so i tack up a stock photo of an ugly baby","regular"
"1872","hot take can we stop romanticize the grind yes there be value in hard work and determination however it be not healthy to work yourself until you can hardly function a a human be theres a big difference here","regular"
"1873","the entirety of this super bowl just isnt sit right with me and not just because my team isnt playing","regular"
"1874","sorry for the overshare but lifes be miserable of late and i need a place to vent so buckle up cowboy cowgirl and cowpeople i present to you the last three week of my life","regular"
"1875","true bliss be lay in an ice cold bath during the hot part of the year","regular"
"1876","im sorry but ill never understand people complain about free dlc sure it could have be include in the base game but im still get the content and for free so who care","regular"
"1877","you think youre good than u because youre vaccinate uh yeah yeah i do","regular"
"1878","this art be give me mario striker charge concept art vibe this be really nice","regular"
"1879","this game be the best $4 95 dollar ive ever spend dex cant wait for your next game","regular"
"1880","toonami introduce me into anime #bringbacktoonami","regular"
"1881","replace pelosi #nancy","regular"
"1882","democrat do realize that if in fact trump lose he will run again in 2024 and they will have him for 12 year instead of 8 #maga2020","regular"
"1883","market already down","regular"
"1884","at softball practice tonight one of my girl accidentally stick her foot into a ground hornets nest and those hornet swarm like in the hunger game yall i cant catch a break with this team 😂","regular"
"1885","omg text pew pew and see what happen 😮","regular"
"1886","happy world tapir day everyone here be your yearly reminder that i love tapir","regular"
"1887","we be tackle men on inclusivity a i say you dont want to hear or see it because you refuse to read more than newspaper you dont read actual experience you dont read our conversation because youre too hateful to care","regular"
"1888","i dont like to rag on people art style cuz w e but this be sincerely so fucking ugly","regular"
"1889","tbh i think the only time i hear trans people use it be trans mascs refer to themselves im sure it do happen but the og tweet really feel like make up a guy to be mad about","regular"
"1890","if you join our girl friend group youll literally break up with your bf sooner or later","regular"
"1891","conservative really be the scum of the earth no one can convince me otherwise","regular"
"1892","i want to do a puzzle while drunk again","regular"
"1893","im wait for this yt at work to just just hit me so i can hit him back","regular"
"1894","if i invite you over for dinner it my intention of pay and make everything a my gift to you a my guest","regular"
"1895","im high and drinking coffee but my adhd be still win","regular"
"1896","excite for this fall voxbox #complimentary","regular"
"1897","a college begin make fall re open announcments remember that if your school be reopen this fall it not because it suddenly safe or the pandemic be over it because they want your money","regular"
"1898","another thing lose to climate change parent make their kid wear long sleeved shirt under their costume bc it cold out #halloween2019","regular"
"1899","celebrate the year of the ox in pingtung county south taiwan just off for a scooter ride if this be my first and last twit doh","regular"
"1900","just watch the murray game and bbc commentary after isnt andrew castle cockney rhyme slang for something should be","regular"
"1901","be look forward to watch coxseys bouldering on for a week and the climbing channel be suddenly show horse horse horse horse 😡😡😡","regular"
"1902","3rd shift down already told em bout the clown theyre not fan","regular"
"1903","watch twilight with sam and i cannot wait to see his reaction to animatronic renesmee baby","regular"
"1904","maybe ill shut up about wisconsin driver when yall stop fuckin drive like that","regular"
"1905","i have more fun with my parent and boyfriend than anyone else be this old age","regular"
"1906","i miss frenemies so much","regular"
"1907","why be everything in interior design so brown in the 2000s","regular"
"1908","shang chi mean so fucking much to me i can hardly imagine what it mean to others","regular"
"1909","early cat boy nyanderthals","regular"
"1910","aquarium be just liquid zoo","regular"
"1911","ready to not be pregnant so i can enjoy my first espresso martini","regular"
"1912","people be always like i dont remember what life be like before covid but for me it more like idk what life be like before tiktok","regular"
"1913","be there anything more dad than call your dad for his social security number and him say i dont know call your mother","regular"
"1914","so really knock it out of the park on this album there be not enough word that can describe how much i love bilc i could spend forever inside of it 🖤","regular"
"1915","the vaccination man say i could have some heart problem stuff im be very brave","regular"
"1916","can we have a bit of a strong cold breeze please","regular"
"1917","best night ever 💜","regular"
"1918","i just hear my voice in a video and i never want to speak again","regular"
"1919","happy birthday mel","regular"
"1920","me me after eat one blueberry","regular"
"1921","i just put my debit card pin number into the microwave not do well","regular"
"1922","another week really do start tomorrow 😞","regular"
"1923","wear all manner of ring and chain bc i always have to be the sexy person in the home depot","regular"
"1924","i think it should be illegal for the people stop at the light outside my window to have bad music taste","regular"
"1925","im go to a butch brunch clothes swap this weekend and i think this be the most excited ive be to socialize in a year","regular"
"1926","people who drive under the speed limit death penalty","regular"
"1927","payphone by maroon 5 be actually a super sad song now that im 22 amp actually listen to the lyric","regular"
"1928","i wish i could watch disney channel original movie on the old box tv to get the full effect again","regular"
"1929","amazing game so happy to have you in vega ❤️❤️❤️","regular"
"1930","it cost $0 00 to be a decent person 🙂","regular"
"1931","you never realize how easy life really be until you cant breathe through your nose 😶","regular"
"1932","huh im realize now that i have never be that far away from all human im surround by inhabited place plus ive really only visit popular city do go to a cabin in the wood once but that be with family interest concept to think about","regular"
"1933","the good show that be cancel for this to happen 👁️👄👁️","regular"
"1934","excite for season two","regular"
"1935","happy birthday to chris lowe of pet shop boys your music be the backbone of my existence #chrislowe #happybirthdaychrislowe #petshopboys","regular"
"1936","can anyone direct me to who can help please i buy an umbrella from the shop and only just realise it miss it sheath cover which l obviously want who can i contact to have one sent to me thanks #pokemoncenterlondon #pokemoncentrelondon","regular"
"1937","anyone know where i could get a cheap iphone 4 5","regular"
"1938","why be butter so extraordinary","regular"
"1939","freedom be within you","regular"
"1940","domesticate still a little feral","regular"
"1941","this thunder be make me so home sick for wi 🥺 thunder storm be my favorite part of summer and i will never forget the beauty light arc horizontally across the sky over lake michigan","regular"
"1942","it very affirm that my therapist adore all the simile metaphor i use to describe the shit ive be through even if i dont remember half of them 😂 it easy for me to understand thing that arent myself sometimes so it how i generate self empathy","regular"
"1943","i dont have time to think about color or be sensitive thats thats literally white privilege like you do you but acknowledge that your be able to do that be a privilege because aspect of your identity arent under constant cultural scrutiny and attack","regular"
"1944","havent be on this twitter in forever","regular"
"1945","please keep my grandma in your prayer","regular"
"1946","im see niall tomorrow","regular"
"1947","no more or less complex than any other aspect of evolution it all trial and error natural selection","regular"
"1948","why do so many educationally subnormal trump supporter really think alaska be not part of the u","regular"
"1949","youre swallow trump rhetoric without proof there be zero evidence of anything illegal happen youre blindly follow and gullible for believe proof be always need and the burden of proof be on the accuser disappoint to see what you really be","regular"
"1950","teenage daughter and i learn how to play cataan tonight so much fun thanks to wil and it be very easy to learn we look forward to play again","regular"
"1951","republican have nobody to blame but themselves they allow this to happen","regular"
"1952","what an asshat every college professor i have go by dr and absolutely none have a medical degree it be the privilege you earn by work tour butt off and complete your doctorate","regular"
"1953","watch all these important venue close over time suck horribly but this one hurt fuck #fabricreview","regular"
"1954","today the day last to chance to sign to show support","regular"
"1955","there a guy busk with just 2 korg synths play techno at picadilly circus wear a cosmic bucket hat excellent","regular"
"1956","this be u be the best show ever i recommend 10 10","regular"
"1957","pls send me funny vine in my dm","regular"
"1958","my mother be go to bonnaroo today i love her","regular"
"1959","it so weird to think about how i think i be grow in high school","regular"
"1960","i inhale a bug tonight and i be so freak out i cant handle this","regular"
"1961","i forget how much the notebook make me cry everytime now im sit here on a friday night with puffy red eye and im super emotional","regular"
"1962","im not sure exactly how on iphones but i know my android let me back up my saved voice mail message on google drive i can look into it for you for iphones","regular"
"1963","this be not just a black people issue this be a human right issue leslie redmond president naacp minneapolis","regular"
"1964","someone stop me from make 700 different holiday dessert today when im literally live alone for 2 week","regular"
"1965","i really feel bad for all the pup this time of year 🎇","regular"
"1966","happy first day of the month friends dont forget to change those furnace filter","regular"
"1967","my hot water heater be no longer hot water the pilot light wont light at all the furnace kick over so im get gas in the house i try to clean the thermocouple with no luck do you have a favorite plumber i can call in the morning","regular"
"1968","this review say most everything i think about teemans sloppily argue sexual biography of gore vidal","regular"
"1969","i know these thing take time but i feel so bad that the cat hiss and growl every time they see each other i just want them to be friend","regular"
"1970","highway sign where they stretch the state shape to fit the number in make me irrationally angry","regular"
"1971","well where be you mcu peep","regular"
"1972","this sound about right fuck you kemp with your grimey as","regular"
"1973","error 404","regular"
"1974","my short term memory have get so shit lately but the silver lining be that every time i listen to my playlist ive have for month i still get that listen to a good song for the first time feeling","regular"
"1975","if my emotion be a food theyd be peep just show me the slight amount of warmth and i will simultaneously melt and be on the verge of explode","regular"
"1976","i heard marvins room again so naturally i just go ahead and make a whole breakup playlist","regular"
"1977","i be so cute","regular"
"1978","i want grill cheese but i dont wanna be shittin and fartin","regular"
"1979","i personally think that everybody should lick the hook side of velcro at least once in their life it feel so good","regular"
"1980","city life can be rad and all but i really really miss be able to lay outside and watch the star at night","regular"
"1981","ive gotten to the point where i take off my glass in target to avoid buy thing i dont need","regular"
"1982","report live from the middle of nowhere texas tumbleweed do exist","regular"
"1983","listen to other remix entry on previous contest ive enter and then be blindside by the one never make public be never fun haha","regular"
"1984","use loop build an idea on that loop and then delete the loop have be a fun little exercise recently","regular"
"1985","house groove be wonderful to work in both the hard stuff and the really mellow vibe make a good sense of rhythm even when the main drum be not a fit","regular"
"1986","cook them down with a bunch of olive oil or butter serve on nice toast with goat cheese or feta and a fried egg im tell pancetta be also a nice addition","regular"
"1987","there be also one apparent love triangle ish situation early on involve the main character just a head up that thats not the one youre look for i think it not a spoiler to say that it get resolve more traditionally though also satisfyingly","regular"
"1988","yeah i feel super out of whack emotionally sensorily when im start to come down with something and thats basically what your body think be go on at the moment so check out hopefully at least know whats happen make it easy to be gentle with yourself","regular"
"1989","the new album by have put me in a good mood #disco","regular"
"1990","the invisible man be pretty good like it excite scared to finally watch deerskin the last movie i plan to see in a theater before covid kill that hope #hbomax","regular"
"1991","bacon be the solution","regular"
"1992","at least im use to this side effect from my infusion and im very grateful that im not experience any of that full body pain i have after my last infusion the iv steroid must be work and tomorrow be day one of a steroid pack","regular"
"1993","when i tell yall i be soooooo feed up with #mainstreetrenewal i mean that thank god be reach the end of our lease","regular"
"1994","johnson amp johnson really be tryna kill you from the time youre a baby if they dont get you in childhood theyll try to kill you throughout your entire life recall leave and right 😬🥴😂🤦🏽‍♀️","regular"
"1995","dad always know a bunch of obscure sport fact from the 80","regular"
"1996","the further we get from the year 2000 the more confused i be about the passage of time","regular"
"1997","day 1 of work from home i now have laptop burn on my leg","regular"
"1998","equalize early and often why be this day share with dog day #womensequalityday #nationaldogday #ourfirstfeditm","regular"
"1999","i be lindt excellence take the taste challenge quiz amp find out which lindt chocolate you be","regular"
"2000","thank you for your service and welcome back to the land of the free bet you have some great story 🇺🇸","regular"
"2001","random third grader point at me with her whole class line up look thats the tall girl in the world","regular"
"2002","a nice thing about not share my office with anyone be that i can take a nap at work","regular"
"2003","the usps stamp catalog be incredible","regular"
"2004","i havent be to the roxy in a while obviously but damn i dont remember it be this hot in here jesus get some ac","regular"
"2005","in 2017 when the wreck open for atl on ✨that✨ tour i know they be just gonna get good and good and i have be so correct","regular"
"2006","yooo ashton post elijah on his story 🤩🤩🤩","regular"
"2007","notion please add an annotation tool i love u so much but the run arounds i gotta do for annotation be insane 😭😭","regular"
"2008","should i continue read tokyo revengers or vanitas no carte","regular"
"2009","btw fat ppl realize when u comment omg such a glow up on someone video post where the only difference between the person before and after be that they lose weight 😐","regular"
"2010","oscar just snatch the drink of a drunk girl who keep spill on chans pedal she barely notice","regular"
"2011","4 0 this morning 0 1 this afternoon luck possibly change","regular"
"2012","rip john hughes","regular"
"2013","listen i get that it #bettywhites birthday today and good for her but it also #jamesearljoness birthday and i feel like that need more attention the man be a legend","regular"
"2014","facetimed with my parent last night while they be with my 6 year old nephew ive be miss him like crazy worry about be away from him for month so i ask him if he remember me his response i always will ❤️❤️❤️","regular"
"2015","listen while fold method save a lot of space and it do it doesnt save a lot of time if you have multiple shirt of the same color you have to unfold each of them to see whats on the front","regular"
"2016","i dont get the whole bishop sycamore thing i literally have nightmare about be a grown man and play high school football again i dont get why anybody would choose to do that willingly","regular"
"2017","can anybody explain why all hotel shampoo smell like the taste of grape flavor medicine","regular"
"2018","philip river would be extremely entertaining a an announcer","regular"
"2019","fuck an insomniac develop wolverine game someone really want me to get a ps5 probably the corporation sigh","regular"
"2020","tchia be adorable and look like a sleeper hit","regular"
"2021","i love professional wrestling yall","regular"
"2022","tbh do i even have to come out a gay i feel like my whole existence just speak for itself","regular"
"2023","very exit to be fully vaxxed tmrw not very excited to be sore 😂","regular"
"2024","fuck jacob frey","regular"
"2025","just get an a in my actuarial mathematics course if that doesnt prove the power of manifestation idk what will","regular"
"2026","my math prof be so fucked up for give u a midterm tmrw i be unwell","regular"
"2027","ik it for the best but wow rip to my italy study abroad trip beyond wonderland my 21st bday edc and now red rock show 😔","regular"
"2028","do sm change the dcm thumbnail","regular"
"2029","when i be young i be restrict to one hour a day on the computer how do i survive","regular"
"2030","i think when pack go on sale i will buy get together and paranormal 🤔 i be actually kind of disappointed with the gameplay i saw in paranormal but recently ive be crave new career so","regular"
"2031","happy international lesbian day i love love woman 😍","regular"
"2032","what the fuck be this game everyone be talk about all of a sudden","regular"
"2033","also why do boy gotta carry around gallon jug full of water get a cute reusable water bottle and stop be so dramatic","regular"
"2034","chris krebs there be no foreign power that be flip vote theres no domestic actor flip vote i do it right we do it right this be a secure election","regular"
"2035","so that whole stay at home for thanksgiving thing not happen take me 1 5 hour to drive to work instead of my usual 45 minute argh","regular"
"2036","michigan certify biden trump lose again in the pa court and the official transition be finally go to begin happy thanksgiving","regular"
"2037","in elementary school my parent give me money for a book and i come home with a beta fish","regular"
"2038","my current mood be scooby doo in velmas orange sweater and daphne gogo boot","regular"
"2039","i find out about a cat antique shop in wichita fall today and i cant stop thinking about it","regular"
"2040","what an incredible race #formula1","regular"
"2041","why do the commentator keep call adrian alisson","regular"
"2042","can we sign haaland please or any st who can shoot drop bobby into the mid we need goal not pass","regular"
"2043","take half a minion ecstasy and call me in the morning","regular"
"2044","idk if this be controversial but food in atl be good than food in la 🥸","regular"
"2045","idk how ppl discuss their mental health issue openly on the internet","regular"
"2046","cant beat a carry on film 😊","regular"
"2047","just want to say well do to every single person who have receive their a level result today ❤️","regular"
"2048","so sad to hear about sarah harding life be way too short ❤️","regular"
"2049","everytime i exit and reopen the instagram app it freeze","regular"
"2050","pov you walk into my room at 2am and im crawl around on all four because someone on tiktok do it and have super buff arm","regular"
"2051","i keep see people with knockoff skzoo plushies and i just hope they know theyre fake one","regular"
"2052","another day another elementary math equation that people be argue the answer in the comment on my facebook feed","regular"
"2053","random think how be butt dial and booty call such different thing yet so similar in wordage","regular"
"2054","we be an evolved people seriously can we figure out how to make bathroom door without a two inch crack so i dont make eye contact with anyone else while pant less","regular"
"2055","this might be the bad government in live memory the fact they be still poll ahead must therefore mean we have the bad opposition in live memory","regular"
"2056","i will be gigging tonight at the swan in the rush in loughborough","regular"
"2057","i dont follow the woman super league because my team arent in southampton have build their woman team from grassroots and youth up rather than just buy their way into the elite i be proud of them for that","regular"
"2058","ive do christmas alone before and this be the way to do it eat what you want drink what and however much or little a you want watch a much tv and watch whatever you want walk sleep read do whatever you want to do own the day it will be what you make it","regular"
"2059","i make a thing my first attempt at mixed medium steampunk style a a gift to 14 year of not kill each other im kind of happy with this one #anniversary #happy #mixedmedia #steampunk #myart","regular"
"2060","if you dont eat meat or just fancy a meatless meal id recommend this it delicious i make it last night and a there be two of u and lot of pie be have it again tonight # vegetarian","regular"
"2061","do other people have extremely long meticulously detail and always stressful to downright terrify dream that u could easily turn into a book or screenplay if u have any sort of motivation or do i just have trauma","regular"
"2062","get into a high speed chase with the cop but use my turn signal in accordance with the law the whole time","regular"
"2063","sometimes i gaslight myself into think my fear of and general discomfort with men be stupid and im actually just a shitty person who make broad assumption about ppl due to past trauma but then i speak to one and immediately trust my instinct again strong than before","regular"
"2064","uh oh what if after trump recovers and tell everyone it wasnt a big deal all of his supporter will stop take this seriously","regular"
"2065","if you replace every 1 million dollar jeff bezos be worth for 1 dollar he would have $200 000 which be still more wealth than be own by million of american","regular"
"2066","for the love of god someone please teach timothee chalamet how to enunciate","regular"
"2067","do anyone else use to have the local church walk past their house with a giant crucifix on good friday or do i just live a really fucking weird childhood","regular"
"2068","a for the fan who walk out when pompey score in extra time youre moron dont come to a match like this if youre not in it for the long haul absolutely pathetic","regular"
"2069","that be the most mentally drain match ive ever be at i wish the outcome be different but i be still so proud of you my first match at wembley with my big boy ❤️❤️","regular"
"2070","great effort well get em all next year","regular"
"2071","great effort well get em all next year","regular"
"2072","what a night of fight #ufc200","regular"
"2073","i get a job i think i will like it","regular"
"2074","hey im free tomorrow btw the 14th im free on the 14th tomorrow fyi😃","regular"
"2075","the sexual tension between my fist and the computer screen","regular"
"2076","salsa verde appreciation tweet","regular"
"2077","today i learn that kitty do this thing call make biscuit when theyre happy and content and thats the most wholesome thing ever","regular"
"2078","go to enjoy some brunch with the honey love but my banana pancake be a fail 😓","regular"
"2079","new obsession scramble egg with bananna mix in","regular"
"2080","my life be complete just have the best peanut butter and toffee cupcake ever 😍","regular"
"2081","birthday in 9 day and home in 15 👍😁","regular"
"2082","thats it im support brentford from now on and i want the cry old gent in the crowd a my bestie","regular"
"2083","anyone else get goosebump watch incredible 🥺❤️","regular"
"2084","just book ticket for santa grotto for the kid organisation be key 🙋🏻‍♀️","regular"
"2085","aaah the antidote to a crazy world ♥️ #therepairshop","regular"
"2086","whats go on in #bromley town centre alarm and siren go off like mad","regular"
"2087","anyone at for and think the sound be crap paid a fortune for this sort it out #wembleystadium #fleetwoodmac","regular"
"2088","just visit your tamworth store for balloon for my brother birthday just get them through the door and the 2 have explode","regular"
"2089","look at me go ive win myself afternoon tea http t co h7xr5xrnnz","regular"
"2090","bos burger possibly the best burger ive ever have","regular"
"2091","my mum seriously out here try to convince me the queen have go part time","regular"
"2092","oven ready shove it in the microwave and this man be our pm✌🏼","regular"
"2093","it deadline week so naturally my laptop have give up on me look like an all nighter at the library be on the book","regular"
"2094","yes it unfortunate that we be in lockdown again however this blame mentality isnt help anyone with everything weve experience during lockdown we shouldnt move forward with divisive and unkind comment but instead with unity and compassion 💕 #leicesterlockdown","regular"
"2095","very exciting to see rapper referencing of mouse and men on his verse 👏🏽😂","regular"
"2096","thoroughly enjoy my first teachmeet would definitely recommend it it like a teacher version of #tedtalks","regular"
"2097","yesterday be my last shift in retail and it still doesnt feel real","regular"
"2098","have no idea deliciously ella be in the zac efron documentary on netflix","regular"
"2099","this be my third time watch jane the virgin and i can guarantee ill be watch it again as soon a i finish it it my comfort show which be surprising consider how dramatic it be","regular"
"2100","after 9 year work in retail today be my last ever saturday shift 🤪","regular"
"2101","lol those tea towel your parent could buy when you be in reception at primary school with all the wobbly self portrait","regular"
"2102","whats in the pollen this year bcos this hayfever be up in my grill","regular"
"2103","for the first time my outfit doesnt have black in it proud of myself","regular"
"2104","im glad im vacation in a state where i can wear my shade the entire time without people question it","regular"
"2105","i always come up with some pretty interesting concept for movie or tv show right before i fall asleep then i wake up and forget them why be life so cruel","regular"
"2106","how have jennifer garner literally not age #yesday","regular"
"2107","our new neighbour tell macauley their name and a couple of people name on the street and all he remember be the name of the cat and dog 🙄😂","regular"
"2108","super duper grateful to everyone i have in my life 🥰","regular"
"2109","hindsight be a wonderful thing but surely the head hochos at efl fa uefa fifa shouldve cut some match when start the season a month late no need for so many european tie with 2 leg international friendly nor league cup so many injury already many more to come","regular"
"2110","today be the first time i wish covid 19 have happen 20years ago back in school wear a mask no need to strain every sinew to quell a yawn bliss","regular"
"2111","step up toobigtoplayfootball beast adebayo akinfenwa nearly 39 to score 1st first goal in 2nd tier amp give u tiny chance of stay up in 1st ever season in championship jog on superleagues amp anti football egomaniacs 8 figure pay out get sack this be real football","regular"
"2112","surely im not the only one who be disappoint by that end #bodyguard","regular"
"2113","miley cyrus sing jolene be easily one of my favourite thing in the world 😌","regular"
"2114","what a horrible day 😔","regular"
"2115","first official day of maternity leave and the sun be beam let hope this be a sign of the summer to come 👏🏼☀️","regular"
"2116","why perform at the if youre go to mime 🧐","regular"
"2117","nothing quite say back to work january blue like pour soup into a microwaveable vessel ready to take to work in the morning 🙃","regular"
"2118","nobody tell me that you can knit clothing for the farm animal in cottage living this be my life now","regular"
"2119","every time i comment on a tiktok ask for caption and the creator actually start add caption i get a happy little feeling in my chest thank you 💜💜💜💜","regular"
"2120","my love language be now just send you tiktoks","regular"
"2121","when your too good to people they will take amp take until you have nothing left","regular"
"2122","me and addilyn be both sick and im just pray we dont have covid 😭","regular"
"2123","i be really really feel defeat today just ready to go to bed","regular"
"2124","my ex get the covid vaccine he keep say he wasnt go to get it and i tell him about my medical issue and how it not about him but people like me and he think about it and get it he get his second dose next month","regular"
"2125","my husband get his first pfizer vaccine today so glad he finally able to get it","regular"
"2126","i hire a housekeeper i didnt want to but im feeling exhaust to where im run on fume constantly","regular"
"2127","the only thing in danger of be spread be good sense","regular"
"2128","wonder what catastrophe be go to be broadcast on friday the 13th","regular"
"2129","since go keto i havent have sunburn and i havent use sunscreen either also since lose weight when all my obese friend be sweat their nut off i seem to have a high heat tolerance one of many surprising benefit of a low carb lifestyle","regular"
"2130","work in stately home mean walk in to a tap run that definitely wasnt when you lock up and isnt broken and hear the doorstop that youre look for knock against a cabinet when youre not in that part of the room","regular"
"2131","sunday be officially for those first day at school new job nerve","regular"
"2132","beautiful exhibition of origami peace crane at edinburgh st john church","regular"
"2133","psa a part apart they mean opposite thing","regular"
"2134","check ring footage last eve shoutout to unknown neighbor who despite be very pregnant and walk around icy sidewalk drive to my house and deliver three of my ups package wrongly deliver to her not that she know but it be over $100 worth of stuff 🙏🏻","regular"
"2135","enter my third year of consistent yoga practice im physically and mentally strong than ive ever be i be a more grounded good version of myself when i practice and im so grateful to my studio community and to myself for stick with it 🙏🏻","regular"
"2136","so like do anyone even remember what happen in september","regular"
"2137","ive save so much money by not eat out during this pandemic that i might have to buy random thing just to keep my account balance humble","regular"
"2138","how old be u when u find out omaha steak wasnt a restaurant","regular"
"2139","so relieved my daughter school have close next week i be so torn on what to do","regular"
"2140","always here if anyone need to talk during this time if you need someone to listen please message me x","regular"
"2141","watch vivo at 4 30 for first time my 6 year old already know the soundtrack a she love im pretty impressed","regular"
"2142","saw in hampstead today what a fine young specimen of a man my lord handsome 💚☘️","regular"
"2143","my god hes even a hopeless kisser 😭 #matthanock","regular"
"2144","wish you all the luck today we be all root for you for change and for your freedom all the love 💚☘️ #freebritney","regular"
"2145","ah yes after a decent birthday it be now time to stress out about money again","regular"
"2146","art be annoy to get good at","regular"
"2147","man savathuns design be so fuckin creepy i love her","regular"
"2148","there something about a pretty sky that improve my mood x100","regular"
"2149","hangover be inhumane","regular"
"2150","perk of be ill be have my dad treat me like the queen for the week","regular"
"2151","i kinda dig new album","regular"
"2152","big ster #goheels","regular"
"2153","i hope the knicks make a run to the final this atmosphere be so fun to watch","regular"
"2154","pitch look flat a a pancake so india might as well make hay i dont fancy england batting last though i wonder if kohli regret not select ashwin now #engvind #indvsend #bbccricket #cricket","regular"
"2155","well that be humiliate for india no cloud and yet anderson still deliver i expect india to come back hard #cricket #indveng #engvsind #3rdtest #bbccricket","regular"
"2156","i dont think ive see root look so ungetoutable must be drive india nut ive do it now #cricket #bbccricket #engvind #indveng","regular"
"2157","the end of of s3e2 money heist make me v happy","regular"
"2158","some guy be whistle well by khalid and it sound so good but i dont wanna say anything cos hes a grown as dude","regular"
"2159","greenwood best youngster in the league btw","regular"
"2160","woah this anime recommendation i be identify with way too hard tbh because it be pretty spot on it be also so dark i should probably not even mention the name owo","regular"
"2161","just get off the phone with the human trafficking network again the woman on the phone be super nice and love my usual one liner antic ♡","regular"
"2162","there be truly nothing like my shitty mother and half sibling do a wellness check on me and even the local police automatically side with me when i explain the situation and my relationship with the two of them you two can go fuck yourselves","regular"
"2163","just let everyone know that iceland deserve to win","regular"
"2164","i be so happy about jenna and julien get engage","regular"
"2165","seonghwa be still one of the most gorgeous men ive ever see","regular"
"2166","i just saw the lovely cat on the way home","regular"
"2167","first vaccine do eeeeeeeeek","regular"
"2168","happy cinema reopen day remember to support independent cinema lt 3","regular"
"2169","my tattoo get cancelled and i hook up with my ex hows your week go","regular"
"2170","just order vegan pizza and garlic bread from a place ive never be to before im excite","regular"
